college_name,district,tier,branch,category,cutoff,fees,placement_rate
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,ECE,BC,172.5,90044,64
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,EEE,BC,170.5,88238,59
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,MECH,BC,170.0,86594,57
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,CIVIL,BC,165.0,86770,54
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,AI & DS,BC,173.5,92416,69
Aalim Muhammed Salegh College of Engineering,Chennai,Tier 3,AI & ML,BC,174.0,92038,69
Adhi College of Engineering and Technology,Chennai,Tier 2,CSE,BC,186.5,109017,77
Adhi College of Engineering and Technology,Chennai,Tier 2,IT,BC,185.5,108573,75
Adhi College of Engineering and Technology,Chennai,Tier 2,ECE,BC,183.0,109456,73
Adhi College of Engineering and Technology,Chennai,Tier 2,EEE,BC,181.0,108280,70
Adhi College of Engineering and Technology,Chennai,Tier 2,MECH,BC,181.5,106434,62
Adhi College of Engineering and Technology,Chennai,Tier 2,CIVIL,BC,177.0,105982,63
Adhi College of Engineering and Technology,Chennai,Tier 2,AI & DS,BC,185.0,110180,76
Adhi College of Engineering and Technology,Chennai,Tier 2,AI & ML,BC,185.5,109823,76
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,CSE,BC,182.0,91182,82
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,IT,BC,181.0,90583,80
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,ECE,BC,178.0,91837,76
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,EEE,BC,177.0,90410,71
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,MECH,BC,175.0,88386,72
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,CIVIL,BC,174.5,87231,67
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,AI & DS,BC,180.5,92864,81
Adhiparasakthi College of Engineering,Chengalpattu,Tier 2,AI & ML,BC,181.0,92576,81
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,CSE,BC,175.0,90822,70
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,IT,BC,173.0,89493,69
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,ECE,BC,171.0,90463,63
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,EEE,BC,169.5,88037,60
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,MECH,BC,169.5,86946,58
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,CIVIL,BC,169.0,85760,53
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,AI & DS,BC,174.5,91219,70
Adhiparasakthi Engineering College,Kanchipuram,Tier 3,AI & ML,BC,174.0,90982,67
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,CSE,BC,183.0,98049,76
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,IT,BC,182.0,99150,75
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,ECE,BC,180.5,99703,68
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,EEE,BC,178.0,97919,66
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,MECH,BC,176.5,97741,66
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,CIVIL,BC,173.5,94769,60
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,AI & DS,BC,182.0,100081,75
Adhiyamaan College of Engineering (Autonomous),Salem,Tier 2,AI & ML,BC,182.0,101305,75
Adithya Institute of Technology,Coimbatore,Tier 2,CSE,BC,181.0,96744,68
Adithya Institute of Technology,Coimbatore,Tier 2,IT,BC,179.5,96400,68
Adithya Institute of Technology,Coimbatore,Tier 2,ECE,BC,177.5,96789,62
Adithya Institute of Technology,Coimbatore,Tier 2,EEE,BC,177.0,96358,58
Adithya Institute of Technology,Coimbatore,Tier 2,MECH,BC,174.5,94389,56
Adithya Institute of Technology,Coimbatore,Tier 2,CIVIL,BC,171.0,92114,54
Adithya Institute of Technology,Coimbatore,Tier 2,AI & DS,BC,179.5,98084,68
Adithya Institute of Technology,Coimbatore,Tier 2,AI & ML,BC,180.0,98555,65
Agni College of Technology,Chennai,Tier 2,CSE,BC,188.0,110806,79
Agni College of Technology,Chennai,Tier 2,IT,BC,186.5,111586,79
Agni College of Technology,Chennai,Tier 2,ECE,BC,184.0,110759,74
Agni College of Technology,Chennai,Tier 2,EEE,BC,182.0,109902,69
Agni College of Technology,Chennai,Tier 2,MECH,BC,181.5,109118,68
Agni College of Technology,Chennai,Tier 2,CIVIL,BC,181.5,106755,65
Agni College of Technology,Chennai,Tier 2,AI & DS,BC,187.0,113960,78
Agni College of Technology,Chennai,Tier 2,AI & ML,BC,187.0,112275,77
Aishwarya College of Engineering and Technology,Erode,Tier 2,CSE,BC,182.5,101240,68
Aishwarya College of Engineering and Technology,Erode,Tier 2,IT,BC,181.0,100909,66
Aishwarya College of Engineering and Technology,Erode,Tier 2,ECE,BC,180.0,101980,61
Aishwarya College of Engineering and Technology,Erode,Tier 2,EEE,BC,178.0,99845,57
Aishwarya College of Engineering and Technology,Erode,Tier 2,MECH,BC,175.5,99934,53
Aishwarya College of Engineering and Technology,Erode,Tier 2,CIVIL,BC,173.5,99277,51
Aishwarya College of Engineering and Technology,Erode,Tier 2,AI & DS,BC,181.5,102977,66
Aishwarya College of Engineering and Technology,Erode,Tier 2,AI & ML,BC,181.5,103502,66
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,CSE,BC,175.0,88376,70
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,IT,BC,174.0,88849,69
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,ECE,BC,171.0,89111,64
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,EEE,BC,170.5,88041,61
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,MECH,BC,167.0,86844,57
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,CIVIL,BC,165.0,84343,53
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,AI & DS,BC,174.5,90560,70
Akshaya College of Engineering & Technology,Coimbatore,Tier 3,AI & ML,BC,173.5,89484,67
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,CSE,BC,186.5,85049,74
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,IT,BC,185.5,85121,74
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,ECE,BC,182.5,84822,69
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,EEE,BC,180.5,82512,66
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,MECH,BC,179.5,80766,64
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,CIVIL,BC,177.0,82686,62
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,AI & DS,BC,186.0,85911,73
Al-Ameen Engineering College (Autonomous),Erode,Tier 2,AI & ML,BC,185.0,86150,73
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,CSE,BC,190.0,102586,90
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,IT,BC,189.0,102487,88
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,ECE,BC,186.0,102650,83
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,EEE,BC,185.5,101202,80
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,MECH,BC,184.0,99732,75
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,CIVIL,BC,183.0,98911,74
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,AI & DS,BC,189.0,105342,90
Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Sivaganga,Tier 2,AI & ML,BC,189.0,104357,88
Alpha College of Engineering,Vellore,Tier 2,CSE,BC,182.0,118358,78
Alpha College of Engineering,Vellore,Tier 2,IT,BC,180.5,119841,77
Alpha College of Engineering,Vellore,Tier 2,ECE,BC,178.5,117746,72
Alpha College of Engineering,Vellore,Tier 2,EEE,BC,177.5,116883,70
Alpha College of Engineering,Vellore,Tier 2,MECH,BC,174.0,116855,66
Alpha College of Engineering,Vellore,Tier 2,CIVIL,BC,175.5,116348,61
Alpha College of Engineering,Vellore,Tier 2,AI & DS,BC,181.5,120855,77
Alpha College of Engineering,Vellore,Tier 2,AI & ML,BC,181.5,121311,75
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,CSE,BC,187.0,89916,84
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,IT,BC,186.0,89821,82
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,ECE,BC,183.5,88812,80
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,EEE,BC,182.5,90160,73
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,MECH,BC,180.5,88158,70
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,CIVIL,BC,180.5,87154,68
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,AI & DS,BC,186.0,91449,84
Amrita College of Engineering and Technology,Tirunelveli,Tier 2,AI & ML,BC,186.0,91326,81
Anand Institute of Higher Technology,Chennai,Tier 2,CSE,BC,179.0,98672,68
Anand Institute of Higher Technology,Chennai,Tier 2,IT,BC,177.5,97788,67
Anand Institute of Higher Technology,Chennai,Tier 2,ECE,BC,176.0,96547,64
Anand Institute of Higher Technology,Chennai,Tier 2,EEE,BC,173.5,96205,61
Anand Institute of Higher Technology,Chennai,Tier 2,MECH,BC,172.5,96401,54
Anand Institute of Higher Technology,Chennai,Tier 2,CIVIL,BC,172.5,93577,56
Anand Institute of Higher Technology,Chennai,Tier 2,AI & DS,BC,177.5,100602,66
Anand Institute of Higher Technology,Chennai,Tier 2,AI & ML,BC,178.5,99329,67
Angel College of Engineering and Technology,Erode,Tier 2,CSE,BC,180.5,85949,69
Angel College of Engineering and Technology,Erode,Tier 2,IT,BC,179.0,85100,69
Angel College of Engineering and Technology,Erode,Tier 2,ECE,BC,177.0,83734,62
Angel College of Engineering and Technology,Erode,Tier 2,EEE,BC,176.0,85588,62
Angel College of Engineering and Technology,Erode,Tier 2,MECH,BC,173.5,82814,56
Angel College of Engineering and Technology,Erode,Tier 2,CIVIL,BC,174.0,82564,56
Angel College of Engineering and Technology,Erode,Tier 2,AI & DS,BC,180.0,87450,67
Angel College of Engineering and Technology,Erode,Tier 2,AI & ML,BC,180.0,87477,67
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,CSE,BC,186.5,115313,83
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,IT,BC,185.0,114557,83
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,ECE,BC,184.5,114606,75
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,EEE,BC,181.5,112714,72
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,MECH,BC,180.5,111402,72
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,CIVIL,BC,180.0,110801,70
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,AI & DS,BC,185.5,116293,83
Anjalai Ammal Mahalingam Engineering College,Tiruvarur,Tier 2,AI & ML,BC,185.5,115047,82
Annai College of Engineering and Technology,Thanjavur,Tier 3,CSE,BC,175.0,89716,69
Annai College of Engineering and Technology,Thanjavur,Tier 3,IT,BC,173.5,90867,68
Annai College of Engineering and Technology,Thanjavur,Tier 3,ECE,BC,171.5,89884,63
Annai College of Engineering and Technology,Thanjavur,Tier 3,EEE,BC,170.0,90494,58
Annai College of Engineering and Technology,Thanjavur,Tier 3,MECH,BC,169.0,86452,58
Annai College of Engineering and Technology,Thanjavur,Tier 3,CIVIL,BC,167.0,87262,57
Annai College of Engineering and Technology,Thanjavur,Tier 3,AI & DS,BC,174.0,90943,67
Annai College of Engineering and Technology,Thanjavur,Tier 3,AI & ML,BC,174.0,91210,66
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,CSE,BC,185.0,99630,80
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,IT,BC,184.0,100548,80
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,ECE,BC,182.5,100504,73
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,EEE,BC,180.5,97505,73
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,MECH,BC,179.5,97081,70
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,CIVIL,BC,178.0,95677,65
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,AI & DS,BC,184.0,101065,79
Annai Mathammal Sheela Engineering College,Namakkal,Tier 2,AI & ML,BC,184.0,100321,78
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,CSE,BC,182.0,87595,68
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,IT,BC,180.5,86663,66
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,ECE,BC,179.5,86881,63
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,EEE,BC,176.5,86894,58
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,MECH,BC,177.0,85178,55
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,CIVIL,BC,172.5,84582,52
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,AI & DS,BC,181.5,88900,66
Annai Mira College of Engineering and Technology,Namakkal,Tier 2,AI & ML,BC,181.5,89178,67
Annai Teresa College of Engineering,Salem,Tier 2,CSE,BC,184.0,92542,79
Annai Teresa College of Engineering,Salem,Tier 2,IT,BC,182.0,93003,79
Annai Teresa College of Engineering,Salem,Tier 2,ECE,BC,181.0,94064,75
Annai Teresa College of Engineering,Salem,Tier 2,EEE,BC,179.0,92283,68
Annai Teresa College of Engineering,Salem,Tier 2,MECH,BC,178.5,89630,66
Annai Teresa College of Engineering,Salem,Tier 2,CIVIL,BC,174.5,90865,63
Annai Teresa College of Engineering,Salem,Tier 2,AI & DS,BC,183.0,95283,79
Annai Teresa College of Engineering,Salem,Tier 2,AI & ML,BC,182.5,95757,76
Annai Veilankanni's College of Engineering,Chennai,Tier 2,CSE,BC,180.0,96759,73
Annai Veilankanni's College of Engineering,Chennai,Tier 2,IT,BC,178.5,97274,72
Annai Veilankanni's College of Engineering,Chennai,Tier 2,ECE,BC,177.5,96901,69
Annai Veilankanni's College of Engineering,Chennai,Tier 2,EEE,BC,174.5,97146,63
Annai Veilankanni's College of Engineering,Chennai,Tier 2,MECH,BC,172.0,94871,62
Annai Veilankanni's College of Engineering,Chennai,Tier 2,CIVIL,BC,171.5,93014,58
Annai Veilankanni's College of Engineering,Chennai,Tier 2,AI & DS,BC,179.5,99121,72
Annai Veilankanni's College of Engineering,Chennai,Tier 2,AI & ML,BC,178.5,98550,70
Annamalaiar College of Engineering,Namakkal,Tier 2,CSE,BC,179.5,89551,68
Annamalaiar College of Engineering,Namakkal,Tier 2,IT,BC,178.0,89645,68
Annamalaiar College of Engineering,Namakkal,Tier 2,ECE,BC,175.5,89586,61
Annamalaiar College of Engineering,Namakkal,Tier 2,EEE,BC,173.5,89074,58
Annamalaiar College of Engineering,Namakkal,Tier 2,MECH,BC,173.0,85886,56
Annamalaiar College of Engineering,Namakkal,Tier 2,CIVIL,BC,170.0,85381,50
Annamalaiar College of Engineering,Namakkal,Tier 2,AI & DS,BC,178.5,90729,66
Annamalaiar College of Engineering,Namakkal,Tier 2,AI & ML,BC,178.0,90618,67
Annapoorana Engineering College (Autonomous),Salem,Tier 2,CSE,BC,180.5,120472,83
Annapoorana Engineering College (Autonomous),Salem,Tier 2,IT,BC,178.5,119229,81
Annapoorana Engineering College (Autonomous),Salem,Tier 2,ECE,BC,177.0,120004,75
Annapoorana Engineering College (Autonomous),Salem,Tier 2,EEE,BC,176.0,119572,75
Annapoorana Engineering College (Autonomous),Salem,Tier 2,MECH,BC,173.5,118561,71
Annapoorana Engineering College (Autonomous),Salem,Tier 2,CIVIL,BC,171.0,117052,66
Annapoorana Engineering College (Autonomous),Salem,Tier 2,AI & DS,BC,179.5,120430,81
Annapoorana Engineering College (Autonomous),Salem,Tier 2,AI & ML,BC,179.5,121747,82
Apollo Engineering College,Chennai,Tier 2,CSE,BC,182.0,117916,82
Apollo Engineering College,Chennai,Tier 2,IT,BC,180.0,118536,82
Apollo Engineering College,Chennai,Tier 2,ECE,BC,179.5,118330,77
Apollo Engineering College,Chennai,Tier 2,EEE,BC,177.0,116722,75
Apollo Engineering College,Chennai,Tier 2,MECH,BC,175.5,116865,71
Apollo Engineering College,Chennai,Tier 2,CIVIL,BC,174.0,113772,65
Apollo Engineering College,Chennai,Tier 2,AI & DS,BC,181.5,119466,82
Apollo Engineering College,Chennai,Tier 2,AI & ML,BC,181.0,119621,80
Arasu Engineering College,Tiruchirappalli,Tier 2,CSE,BC,184.5,86950,68
Arasu Engineering College,Tiruchirappalli,Tier 2,IT,BC,183.0,85332,67
Arasu Engineering College,Tiruchirappalli,Tier 2,ECE,BC,181.0,84694,62
Arasu Engineering College,Tiruchirappalli,Tier 2,EEE,BC,180.5,85489,59
Arasu Engineering College,Tiruchirappalli,Tier 2,MECH,BC,177.5,83456,53
Arasu Engineering College,Tiruchirappalli,Tier 2,CIVIL,BC,176.0,84028,51
Arasu Engineering College,Tiruchirappalli,Tier 2,AI & DS,BC,183.5,87544,68
Arasu Engineering College,Tiruchirappalli,Tier 2,AI & ML,BC,183.5,88602,65
Arifa Institute of Technology,Tiruchirappalli,Tier 2,CSE,BC,183.0,85695,68
Arifa Institute of Technology,Tiruchirappalli,Tier 2,IT,BC,181.5,85584,68
Arifa Institute of Technology,Tiruchirappalli,Tier 2,ECE,BC,180.5,85634,60
Arifa Institute of Technology,Tiruchirappalli,Tier 2,EEE,BC,178.5,84365,61
Arifa Institute of Technology,Tiruchirappalli,Tier 2,MECH,BC,176.0,82689,56
Arifa Institute of Technology,Tiruchirappalli,Tier 2,CIVIL,BC,176.0,81537,55
Arifa Institute of Technology,Tiruchirappalli,Tier 2,AI & DS,BC,182.0,87431,67
Arifa Institute of Technology,Tiruchirappalli,Tier 2,AI & ML,BC,182.0,88363,65
Ariyalur Engineering College,Tiruchirappalli,Tier 2,CSE,BC,185.0,114382,77
Ariyalur Engineering College,Tiruchirappalli,Tier 2,IT,BC,183.0,114259,75
Ariyalur Engineering College,Tiruchirappalli,Tier 2,ECE,BC,181.0,114399,70
Ariyalur Engineering College,Tiruchirappalli,Tier 2,EEE,BC,179.5,113481,70
Ariyalur Engineering College,Tiruchirappalli,Tier 2,MECH,BC,177.0,111035,63
Ariyalur Engineering College,Tiruchirappalli,Tier 2,CIVIL,BC,177.5,108729,61
Ariyalur Engineering College,Tiruchirappalli,Tier 2,AI & DS,BC,184.5,115643,76
Ariyalur Engineering College,Tiruchirappalli,Tier 2,AI & ML,BC,184.5,115463,75
Arjun College of Technology,Coimbatore,Tier 2,CSE,BC,180.5,110117,73
Arjun College of Technology,Coimbatore,Tier 2,IT,BC,178.5,109901,72
Arjun College of Technology,Coimbatore,Tier 2,ECE,BC,177.0,107748,69
Arjun College of Technology,Coimbatore,Tier 2,EEE,BC,175.0,109242,64
Arjun College of Technology,Coimbatore,Tier 2,MECH,BC,172.5,106694,59
Arjun College of Technology,Coimbatore,Tier 2,CIVIL,BC,171.0,106321,61
Arjun College of Technology,Coimbatore,Tier 2,AI & DS,BC,179.0,111566,72
Arjun College of Technology,Coimbatore,Tier 2,AI & ML,BC,179.5,111336,72
ARM College of Engineering and Technology,Chennai,Tier 3,CSE,BC,175.0,90601,70
ARM College of Engineering and Technology,Chennai,Tier 3,IT,BC,173.5,89995,70
ARM College of Engineering and Technology,Chennai,Tier 3,ECE,BC,171.0,90495,62
ARM College of Engineering and Technology,Chennai,Tier 3,EEE,BC,171.0,89246,61
ARM College of Engineering and Technology,Chennai,Tier 3,MECH,BC,169.0,87850,60
ARM College of Engineering and Technology,Chennai,Tier 3,CIVIL,BC,168.5,87127,52
ARM College of Engineering and Technology,Chennai,Tier 3,AI & DS,BC,173.5,90668,70
ARM College of Engineering and Technology,Chennai,Tier 3,AI & ML,BC,174.0,92369,68
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,CSE,BC,180.0,97622,77
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,IT,BC,178.5,98570,77
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,ECE,BC,176.0,97533,73
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,EEE,BC,174.5,98585,68
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,MECH,BC,174.5,96323,63
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,CIVIL,BC,173.0,96396,63
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,AI & DS,BC,178.5,98835,76
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,Tier 2,AI & ML,BC,179.0,100504,75
Arulmurugan College of Engineering,Karur,Tier 2,CSE,BC,186.0,111808,68
Arulmurugan College of Engineering,Karur,Tier 2,IT,BC,185.0,111241,68
Arulmurugan College of Engineering,Karur,Tier 2,ECE,BC,183.5,111702,63
Arulmurugan College of Engineering,Karur,Tier 2,EEE,BC,181.0,112277,59
Arulmurugan College of Engineering,Karur,Tier 2,MECH,BC,179.0,108905,58
Arulmurugan College of Engineering,Karur,Tier 2,CIVIL,BC,180.0,108598,50
Arulmurugan College of Engineering,Karur,Tier 2,AI & DS,BC,185.0,114117,66
Arulmurugan College of Engineering,Karur,Tier 2,AI & ML,BC,185.0,113354,66
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,CSE,BC,184.0,92510,80
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,IT,BC,182.0,92836,78
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,ECE,BC,180.0,91840,74
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,EEE,BC,179.0,92371,70
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,MECH,BC,178.0,91555,67
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,CIVIL,BC,176.5,90940,65
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,AI & DS,BC,182.5,95701,80
Arunachala College of Engineering for Women,Tirunelveli,Tier 2,AI & ML,BC,183.0,95295,78
Arunai Engineering College,Namakkal,Tier 2,CSE,BC,188.0,93183,76
Arunai Engineering College,Namakkal,Tier 2,IT,BC,186.5,92779,74
Arunai Engineering College,Namakkal,Tier 2,ECE,BC,186.0,91323,71
Arunai Engineering College,Namakkal,Tier 2,EEE,BC,184.0,91530,66
Arunai Engineering College,Namakkal,Tier 2,MECH,BC,182.5,90351,65
