college_name,district,tier,branch,category,cutoff,fees,placement_rate
A.R. Engineering College,Karur,Tier 2,MECH,BCM,179.5,112891,54
A.R. Engineering College,Karur,Tier 2,MECH,MBC,177.2,112891,54
A.R. Engineering College,Karur,Tier 2,MECH,SC,171.6,112891,54
A.R. Engineering College,Karur,Tier 2,MECH,ST,165.1,112891,54
A.R. Engineering College,Karur,Tier 2,CIVIL,OC,181.5,111570,52
A.R. Engineering College,Karur,Tier 2,CIVIL,BC,179.5,111570,52
A.R. Engineering College,Karur,Tier 2,CIVIL,BCM,178.9,111570,52
A.R. Engineering College,Karur,Tier 2,CIVIL,MBC,176.6,111570,52
A.R. Engineering College,Karur,Tier 2,CIVIL,SC,170.2,111570,52
A.R. Engineering College,Karur,Tier 2,CIVIL,ST,169.8,111570,52
A.R. Engineering College,Karur,Tier 2,AI & DS,OC,187.6,115292,67
A.R. Engineering College,Karur,Tier 2,AI & DS,BC,185.5,115292,67
A.R. Engineering College,Karur,Tier 2,AI & DS,BCM,184.5,115292,67
A.R. Engineering College,Karur,Tier 2,AI & DS,MBC,182.6,115292,67
A.R. Engineering College,Karur,Tier 2,AI & DS,SC,179.1,115292,67
A.R. Engineering College,Karur,Tier 2,AI & DS,ST,175.8,115292,67
A.R. Engineering College,Karur,Tier 2,AI & ML,OC,188.3,115325,66
A.R. Engineering College,Karur,Tier 2,AI & ML,BC,185.5,115325,66
A.R. Engineering College,Karur,Tier 2,AI & ML,BCM,184.5,115325,66
A.R. Engineering College,Karur,Tier 2,AI & ML,MBC,181.8,115325,66
A.R. Engineering College,Karur,Tier 2,AI & ML,SC,177.7,115325,66
A.R. Engineering College,Karur,Tier 2,AI & ML,ST,177.1,115325,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,OC,184.0,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,BC,181.0,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,BCM,180.4,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,MBC,178.0,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,SC,171.4,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CSE,ST,167.1,92647,74
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,OC,181.3,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,BC,179.5,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,BCM,178.8,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,MBC,175.5,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,SC,172.5,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,IT,ST,171.1,91317,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,OC,179.4,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,BC,177.5,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,BCM,176.8,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,MBC,173.6,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,SC,168.6,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,ECE,ST,166.3,92035,70
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,OC,180.0,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,BC,177.0,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,BCM,176.4,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,MBC,174.4,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,SC,169.2,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,EEE,ST,164.0,91072,66
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,OC,178.5,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,BC,175.5,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,BCM,174.6,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,MBC,173.4,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,SC,167.6,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,MECH,ST,163.7,88439,63
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,OC,174.9,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,BC,172.5,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,BCM,171.9,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,MBC,168.6,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,SC,165.0,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,CIVIL,ST,158.5,89714,59
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,OC,181.6,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,BC,180.0,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,BCM,179.2,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,MBC,177.5,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,SC,174.1,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & DS,ST,167.8,93898,72
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,OC,181.7,92434,73
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,BC,180.0,92434,73
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,BCM,179.2,92434,73
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,MBC,176.8,92434,73
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,SC,170.5,92434,73
A.R.J. College of Engineering and Technology,Tiruchirappalli,Tier 2,AI & ML,ST,170.3,92434,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,OC,188.6,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,BC,186.5,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,BCM,185.5,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,MBC,184.1,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,SC,178.6,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CSE,ST,174.8,102749,73
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,OC,187.1,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,BC,184.5,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,BCM,183.7,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,MBC,181.9,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,SC,178.3,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,IT,ST,173.7,104352,71
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,OC,185.0,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,BC,183.0,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,BCM,182.3,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,MBC,179.0,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,SC,174.2,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,ECE,ST,174.5,102603,66
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,OC,184.0,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,BC,181.0,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,BCM,180.4,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,MBC,177.1,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,SC,175.6,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,EEE,ST,171.5,101561,64
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,OC,182.8,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,BC,180.0,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,BCM,179.4,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,MBC,176.3,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,SC,170.6,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,MECH,ST,169.4,101688,63
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,OC,180.1,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,BC,177.5,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,BCM,176.7,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,MBC,175.5,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,SC,169.4,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,CIVIL,ST,162.6,100567,58
A.V.C. College of Engineering,Mayiladuthurai,Tier 2,AI & DS,OC,188.2,105916,73
